"","fecha","camas_utilizadas","vacunas_diarias","casos_nuevos_con_sintomas","casos_recuperados","casos_activos","casos_nuevos_sin_sintomas","casos_nuevos_sin_notificar","casos_nuevos_confirmados_por_antigeno","pacientes_vmi","pacientes_no_vm","pacientes_vm_no_invasiva","pcr","casos_pcr","fallecidos_diarios"
"425",2021-06-14,8217,29108,4012,0,44217,1691,531,613,2829,461,0,69966,5621,97
"426",2021-06-15,8332,27939,3213,0,41868,1098,296,564,2832,443,0,46235,4043,61
"427",2021-06-16,8321,33067,3574,0,39176,574,199,937,2839,462,0,34432,3410,57
"428",2021-06-17,8339,27137,4620,0,39698,1575,488,767,2866,436,0,75673,5916,218
"429",2021-06-18,8328,20240,4542,0,41091,1741,487,762,2833,453,0,74299,6008,119
"430",2021-06-19,8205,4088,4224,0,39834,1611,428,754,2790,485,0,70903,5509,133
"431",2021-06-20,8074,422,3935,0,38630,1416,402,678,2780,450,0,67170,5075,121
"432",2021-06-21,8176,2726,3452,0,37284,1336,464,514,2737,499,0,72479,4738,132
"433",2021-06-22,8225,45907,2419,0,36114,829,216,373,2762,470,0,38613,3091,45
"434",2021-06-23,8254,37694,2165,0,32507,436,167,513,2767,462,0,24067,2255,56
"435",2021-06-24,8070,30550,2760,0,30735,515,173,752,2666,489,0,35435,2696,51
"436",2021-06-25,7870,24073,3933,0,31897,1338,357,596,2626,479,0,68685,5032,215
"437",2021-06-26,7771,4616,3540,0,30389,1334,334,566,2618,473,0,67619,4642,151
"438",2021-06-27,7569,689,3032,0,29118,1228,228,450,2625,436,0,67406,4038,135
"439",2021-06-28,7601,1025,2596,0,27847,1192,287,338,2636,414,0,66030,3737,156
"440",2021-06-29,7704,29985,1827,0,25688,579,242,320,2580,437,0,33969,2328,35
"441",2021-06-30,7642,25171,1676,0,23242,354,118,355,2532,462,0,23337,1793,56
"442",2021-07-01,7299,18529,2033,0,22224,493,151,540,2508,435,0,34044,2137,43
"443",2021-07-02,7202,16059,2825,0,22739,1017,244,405,2436,466,0,65112,3681,221
"444",2021-07-03,7136,3482,2659,0,22809,1030,191,443,2430,455,0,66147,3437,164
"445",2021-07-04,6771,282,2253,0,21709,907,208,396,2363,460,0,66869,2972,130
"446",2021-07-05,6792,19234,1803,0,20647,811,238,248,2349,433,0,60614,2604,146
"447",2021-07-06,6677,18949,1309,0,18883,455,121,220,2278,450,0,33857,1665,39
"448",2021-07-07,6568,16891,1437,0,17357,359,96,404,2221,451,0,31044,1488,40
"449",2021-07-08,6462,16285,2160,0,17590,853,180,366,2167,451,0,63516,2827,186
"450",2021-07-09,6226,17281,1882,0,18027,832,192,279,2120,405,0,61922,2627,122
"451",2021-07-10,6015,5005,1748,0,17843,811,137,265,1999,448,0,60323,2431,131
"452",2021-07-11,5806,325,1442,0,17043,737,151,241,1913,471,0,60869,2089,110
"453",2021-07-12,5706,20308,1310,0,16325,685,165,162,1930,417,0,56454,1998,103
"454",2021-07-13,5841,17682,910,0,14766,292,76,166,1891,441,0,29823,1112,36
"455",2021-07-14,5592,16219,966,0,13403,208,53,284,1802,439,0,26369,943,33
"456",2021-07-15,5440,22828,1512,0,13569,680,144,244,1767,417,0,63357,2092,158
"457",2021-07-16,5229,1348,1301,0,13652,579,151,194,1742,385,0,57665,1837,102
"458",2021-07-17,5052,3989,1148,0,12863,623,103,221,1716,356,0,55148,1653,94
"459",2021-07-18,4960,248,881,0,12671,437,101,118,1697,328,0,50138,1301,111
"460",2021-07-19,4842,14323,679,0,11575,265,71,123,1657,334,0,30612,892,25
"461",2021-07-20,4871,14839,625,0,10400,197,80,128,1609,361,0,26123,774,30
"462",2021-07-21,4742,14006,776,0,9461,173,40,277,1543,335,0,26100,712,42
"463",2021-07-22,4507,10990,1273,0,9647,491,97,215,1496,349,0,61273,1646,181
"464",2021-07-23,4406,10418,1112,0,9970,454,90,191,1453,360,0,55384,1465,83
"465",2021-07-24,4324,4979,954,0,9399,381,72,199,1413,363,0,55254,1208,83
"466",2021-07-25,4259,356,948,0,9227,407,91,156,1378,333,0,57621,1290,68
"467",2021-07-26,4196,7149,723,0,8794,360,102,119,1326,343,0,51766,1066,93
"468",2021-07-27,4133,5755,527,0,8141,174,52,124,1327,321,0,28945,629,32
"469",2021-07-28,3977,4808,638,0,7842,158,32,218,1262,309,0,28055,610,25
"470",2021-07-29,3934,4903,916,0,8017,381,86,164,1226,290,0,61854,1219,119
"471",2021-07-30,3713,4216,882,0,8593,399,74,127,1163,289,0,57330,1228,71
"472",2021-07-31,3643,984,762,0,8125,296,94,166,1133,262,0,54852,986,82
"473",2021-08-01,3498,34,756,0,7874,360,69,126,1094,276,0,59375,1059,80
"474",2021-08-02,3514,14861,584,0,7504,251,86,96,1075,294,0,56007,825,88
"475",2021-08-03,3496,16371,395,0,6914,173,48,75,1040,303,0,28083,541,24
"476",2021-08-04,3383,4630,505,0,6402,127,42,169,1008,270,0,27886,505,31
"477",2021-08-05,3251,2813,863,0,6591,287,73,157,988,253,0,61030,1066,135
"478",2021-08-06,3201,2609,738,0,7125,343,66,137,969,254,0,55364,1010,74
"479",2021-08-07,3116,290,602,0,6804,284,54,99,934,245,0,58359,841,71
"480",2021-08-08,2979,2,452,0,6379,270,146,21,943,182,0,55001,847,65
"481",2021-08-09,3061,11326,557,0,6261,241,73,71,900,205,0,53938,800,91
"482",2021-08-10,2988,10339,309,0,5778,165,40,68,859,216,0,28474,446,31
"483",2021-08-11,2880,9511,430,0,5489,103,51,160,836,234,0,26334,424,19
"484",2021-08-12,2778,8634,744,0,5744,276,108,123,812,247,0,59175,1005,86
"485",2021-08-13,2740,7725,578,0,6105,226,78,95,794,229,0,56188,787,44
"486",2021-08-14,2783,539,541,0,5854,266,70,91,789,235,0,54783,786,44
"487",2021-08-15,2655,36,600,0,5728,234,70,99,777,219,0,54573,805,49
"488",2021-08-16,2647,14694,449,0,5573,216,89,73,749,217,0,51733,681,40
"489",2021-08-17,2654,16231,278,0,5160,92,35,45,760,217,0,29917,360,18
"490",2021-08-18,2571,12805,399,0,4812,84,20,139,741,220,0,26399,364,18
"491",2021-08-19,2561,12101,584,0,4933,263,52,85,730,208,0,61616,814,68
"492",2021-08-20,2467,10929,514,0,5324,203,46,85,698,200,0,55028,678,42
"493",2021-08-21,2376,1059,476,0,5024,173,49,87,661,205,0,54422,611,39
"494",2021-08-22,2328,288,429,0,4853,168,82,94,646,196,0,52718,585,45
"495",2021-08-23,2269,10690,382,0,4625,154,55,50,636,195,0,48757,541,38
"496",2021-08-24,2299,9473,245,0,4423,116,26,45,625,191,0,25882,342,13
"497",2021-08-25,2208,8115,279,0,4115,85,28,86,609,187,0,31128,306,17
"498",2021-08-26,2216,9843,505,0,4327,234,62,66,590,175,0,56871,735,60
"499",2021-08-27,2082,8098,426,0,4453,189,57,71,574,163,0,53932,601,29
"500",2021-08-28,2209,560,376,0,4206,185,46,69,548,176,0,50277,538,34
"501",2021-08-29,1945,122,368,0,4143,177,58,87,536,169,0,50110,516,44
"502",2021-08-30,1970,13056,295,0,3982,136,81,50,527,162,0,44902,462,38
"503",2021-08-31,1934,13862,214,0,3749,71,30,46,513,174,0,22376,269,14
"504",2021-09-01,1866,8710,267,0,3568,85,23,87,497,160,0,34548,288,8
"505",2021-09-02,1790,7534,381,0,3648,175,38,53,475,160,0,57490,541,50
"506",2021-09-03,1814,6038,321,0,3717,142,41,51,465,151,0,50732,453,46
"507",2021-09-04,1700,391,295,0,3486,144,38,55,455,142,0,51970,422,26
"508",2021-09-05,1687,12,261,0,3342,139,30,48,445,132,0,50590,382,23
"509",2021-09-06,1643,10860,252,0,3235,138,45,36,437,138,0,45043,399,18
"510",2021-09-07,1715,11895,156,0,3012,93,24,34,434,142,0,24185,239,7
"511",2021-09-08,1568,7295,241,0,2910,87,30,70,421,139,0,36156,288,7
"512",2021-09-09,1574,5576,316,0,2996,154,45,49,413,140,0,53320,466,37
"513",2021-09-10,1497,5804,324,0,3156,150,44,65,388,141,0,50133,453,19
"514",2021-09-11,1444,580,310,0,3166,146,33,64,371,142,0,48854,425,23
"515",2021-09-12,1331,22,200,0,3061,151,98,17,372,118,0,49161,432,31
"516",2021-09-13,1319,9501,230,0,3160,147,49,47,355,127,0,43489,379,21
"517",2021-09-14,1323,10075,179,0,3086,100,18,47,348,133,0,24923,250,0
"518",2021-09-15,1284,6627,288,0,3026,91,29,86,347,129,0,29899,322,8
"519",2021-09-16,1229,3366,352,0,3223,187,65,60,347,116,0,55007,544,32
"520",2021-09-17,1219,72,351,0,3460,181,62,67,346,114,0,51244,527,25
"521",2021-09-18,1147,0,349,0,3507,190,71,56,333,112,0,48209,554,21
"522",2021-09-19,1120,1,283,0,3504,168,40,53,339,99,0,33906,438,20
"523",2021-09-20,1134,6577,198,0,3343,62,20,46,335,99,0,19943,234,8
"524",2021-09-21,1166,7972,207,0,3246,57,27,64,332,103,0,16753,227,7
"525",2021-09-22,1161,6820,391,0,3297,84,51,136,319,110,0,35076,390,5
"526",2021-09-23,1114,7521,583,0,3675,218,85,99,314,99,0,60901,787,31
"527",2021-09-24,1152,5880,532,0,4075,245,75,88,309,98,0,64691,764,13
"528",2021-09-25,1064,464,493,0,4237,211,79,100,297,97,0,62417,683,9
"529",2021-09-26,1056,31,485,0,4486,206,84,81,291,100,0,67004,694,8
"530",2021-09-27,1046,7002,424,0,4526,156,60,64,287,93,0,53487,576,5
"531",2021-09-28,1041,8393,250,0,3851,102,102,18,282,107,0,27906,436,4
"532",2021-09-29,1019,7162,385,0,4021,103,37,116,280,106,0,38239,409,6
"533",2021-09-30,1021,6235,532,0,4295,287,76,101,273,105,0,59848,794,13
"534",2021-10-01,1011,5837,548,0,4269,230,68,103,267,94,0,61077,743,8
"535",2021-10-02,1022,576,525,0,4334,240,88,89,272,92,0,59223,764,8
"536",2021-10-03,1014,0,486,0,4367,191,75,86,269,101,0,55003,666,0
